name,desc,attack_bonus,damage_dice,damage_bonus
Water Elemental - Whelm (Recharge 4-6),"Each creature in the elemental's space must make a DC 15 Strength saving throw. On a failure, a target takes 13 (2d8 + 4) bludgeoning damage. If it is Large or smaller, it is also grappled (escape DC 14). Until this grapple ends, the target is restrained and unable to breathe unless it can breathe water. If the saving throw is successful, the target is pushed out of the elemental's space.
The elemental can grapple one Large creature or up to two Medium or smaller creatures at one time. At the start of each of the elemental's turns, each target grappled by it takes 13 (2d8 + 4) bludgeoning damage. A creature within 5 feet of the elemental can pull a creature or object out of it by taking an action to make a DC 14 Strength and succeeding.",0,,
Weasel - Bite,"Melee Weapon Attack: +5 to hit, reach 5 ft., one creature. Hit: 1 piercing damage.",5,,1
Werebear - Multiattack,"In bear form, the werebear makes two claw attacks. In humanoid form, it makes two greataxe attacks. In hybrid form, it can attack like a bear or a humanoid.",0,,
Werebear - Bite (Bear or Hybrid Form Only),"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 15 (2d10 + 4) piercing damage. If the target is a humanoid, it must succeed on a DC 14 Constitution saving throw or be cursed with were bear lycanthropy.",7,2d10,4
Werebear - Claw (Bear or Hybrid Form Only),"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage.",7,2d8,4
Werebear - Greataxe (Humanoid or Hybrid Form Only),"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 10 (1d12 + 4) slashing damage.",7,1d12,4
Wereboar - Multiattack (Humanoid or Hybrid Form Only),"The wereboar makes two attacks, only one of which can be with its tusks.",0,,
Wereboar - Maul (Humanoid or Hybrid Form Only),"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) bludgeoning damage.",5,2d6,3
Wereboar - Tusks (Boar or Hybrid Form Only),"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) slashing damage. If the target is a humanoid, it must succeed on a DC 12 Constitution saving throw or be cursed with wereboar lycanthropy.",5,2d6,3
Wererat - Multiattack (Humanoid or Hybrid Form Only),"The wererat makes two attacks, only one of which can be a bite.",0,,
Wererat - Bite (Rat or Hybrid Form Only).,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 4 (1d4 + 2) piercing damage. If the target is a humanoid, it must succeed on a DC 11 Constitution saving throw or be cursed with wererat lycanthropy.",4,1d4,2
Wererat - Shortsword (Humanoid or Hybrid Form Only),"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 5 (1d6 + 2) piercing damage.",4,1d6,2
Wererat - Hand Crossbow (Humanoid or Hybrid Form Only),"Ranged Weapon Attack: +4 to hit, range 30/120 ft., one target. Hit: 5 (1d6 + 2) piercing damage.",4,1d6,2
Weretiger - Multiattack (Humanoid or Hybrid Form Only),"In humanoid form, the weretiger makes two scimitar attacks or two longbow attacks. In hybrid form, it can attack like a humanoid or make two claw attacks.",0,,
Weretiger - Bite (Tiger or Hybrid Form Only),"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 8 (1d10 + 3) piercing damage. If the target is a humanoid, it must succeed on a DC 13 Constitution saving throw or be cursed with weretiger lycanthropy.",5,1d10,3
Weretiger - Claw (Tiger or Hybrid Form Only),"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 7 (1d8 + 3) slashing damage.",5,1d8,3
Weretiger - Scimitar (Humanoid or Hybrid Form Only),"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage.",5,1d6,3
Weretiger - Longbow (Humanoid or Hybrid Form Only),"Ranged Weapon Attack: +4 to hit, range 150/600 ft., one target. Hit: 6 (1d8 + 2) piercing damage.",4,1d8,2
Werewolf - Multiattack (Humanoid or Hybrid Form Only),The werewolf makes two attacks: one with its bite and one with its claws or spear.,0,,
Werewolf - Bite (Wolf or Hybrid Form Only),"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 6 (1d8 + 2) piercing damage. If the target is a humanoid, it must succeed on a DC 12 Constitution saving throw or be cursed with werewolf lycanthropy.",4,1d8,2
Werewolf - Claws (Hybrid Form Only),"Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 7 (2d4 + 2) slashing damage.",4,2d4,2
Werewolf - Spear (Humanoid Form Only),"Melee or Ranged Weapon Attack: +4 to hit, reach 5 ft. or range 20/60 ft., one creature. Hit: 5 (1d6 + 2) piercing damage, or 6 (1d8 + 2) piercing damage if used with two hands to make a melee attack.",4,1d6,-2
White Dragon Wyrmling - Bite,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (1d10 + 2) piercing damage plus 2 (1d4) cold damage.",4,1d10 + 1d4,2
White Dragon Wyrmling - Cold Breath (Recharge 5-6),"The dragon exhales an icy blast of hail in a 15-foot cone. Each creature in that area must make a DC 12 Constitution saving throw, taking 22 (5d8) cold damage on a failed save, or half as much damage on a successful one.",0,5d8,
Wight - Multiattack,The wight makes two longsword attacks or two longbow attacks. It can use its Life Drain in place of one longsword attack.,0,,
Wight - Life Drain,"Melee Weapon Attack: +4 to hit, reach 5 ft., one creature. Hit: 5 (1d6 + 2) necrotic damage. The target must succeed on a DC 13 Constitution saving throw or its hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0.
A humanoid slain by this attack rises 24 hours later as a zombie under the wight's control, unless the humanoid is restored to life or its body is destroyed. The wight can have no more than twelve zombies under its control at one time.",4,1d6,2
Wight - Longsword,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 6 (1d8 + 2) slashing damage, or 7 (1d10 + 2) slashing damage if used with two hands.",4,1d8,2
Wight - Longbow,"Ranged Weapon Attack: +4 to hit, range 150/600 ft., one target. Hit: 6 (1d8 + 2) piercing damage.",4,1d8,2
Will-o'-Wisp - Shock,"Melee Spell Attack: +4 to hit, reach 5 ft., one creature. Hit: 9 (2d8) lightning damage.",4,2d8,
Will-o'-Wisp - Invisibility,"The will-o'-wisp and its light magically become invisible until it attacks or uses its Consume Life, or until its concentration ends (as if concentrating on a spell).",0,,
Winter Wolf - Bite,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) piercing damage. If the target is a creature, it must succeed on a DC 14 Strength saving throw or be knocked prone.",6,2d6,4
Winter Wolf - Cold Breath (Recharge 5-6),"The wolf exhales a blast of freezing wind in a 15-foot cone. Each creature in that area must make a DC 12 Dexterity saving throw, taking 18 (4d8) cold damage on a failed save, or half as much damage on a successful one.",0,4d8,
Wolf - Bite,"Melee Weapon Attack: +4 to hit, reach 5 ft., one target. Hit: 7 (2d4 + 2) piercing damage. If the target is a creature, it must succeed on a DC 11 Strength saving throw or be knocked prone.",4,2d4,2
Worg - Bite,"Melee Weapon Attack: +5 to hit, reach 5 ft., one target. Hit: 10 (2d6 + 3) piercing damage. If the target is a creature, it must succeed on a DC 13 Strength saving throw or be knocked prone.",5,2d6,3
Wraith - Life Drain,"Melee Weapon Attack: +6 to hit, reach 5 ft., one creature. Hit: 21 (4d8 + 3) necrotic damage. The target must succeed on a DC 14 Constitution saving throw or its hit point maximum is reduced by an amount equal to the damage taken. This reduction lasts until the target finishes a long rest. The target dies if this effect reduces its hit point maximum to 0.",6,4d8,3
Wraith - Create Specter,The wraith targets a humanoid within 10 feet of it that has been dead for no longer than 1 minute and died violently. The target's spirit rises as a specter in the space of its corpse or in the nearest unoccupied space. The specter is under the wraith's control. The wraith can have no more than seven specters under its control at one time.,0,,
Wyvern - Multiattack,"The wyvern makes two attacks: one with its bite and one with its stinger. While flying, it can use its claws in place of one other attack.",0,,
Wyvern - Bite,"Melee Weapon Attack: +7 to hit, reach 10 ft., one creature. Hit: 11 (2d6 + 4) piercing damage.",7,2d6,4
Wyvern - Claws,"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 13 (2d8 + 4) slashing damage.",7,2d8,4
Wyvern - Stinger,"Melee Weapon Attack: +7 to hit, reach 10 ft., one creature. Hit: 11 (2d6 + 4) piercing damage. The target must make a DC 15 Constitution saving throw, taking 24 (7d6) poison damage on a failed save, or half as much damage on a successful one.",7,2d6,4
Xorn - Multiattack,The xorn makes three claw attacks and one bite attack.,0,,
Xorn - Bite,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 13 (3d6 + 3) piercing damage.",6,3d6,3
Xorn - Claw,"Melee Weapon Attack: +6 to hit, reach 5 ft., one target. Hit: 6 (1d6 + 3) slashing damage.",6,1d6,3
Young Black Dragon - Multiattack,The dragon makes three attacks: one with its bite and two with its claws.,0,,
Young Black Dragon - Bite,"Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: 15 (2d10 + 4) piercing damage plus 4 (1d8) acid damage.",7,2d10 + 1d8,4
Young Black Dragon - Claw,"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage.",7,2d6,4
Young Black Dragon - Acid Breath (Recharge 5-6),"The dragon exhales acid in a 30-foot line that is 5 feet wide. Each creature in that line must make a DC 14 Dexterity saving throw, taking 49 (11d8) acid damage on a failed save, or half as much damage on a successful one.",0,11d8,
Young Blue Dragon - Multiattack,The dragon makes three attacks: one with its bite and two with its claws.,0,,
Young Blue Dragon - Bite,"Melee Weapon Attack: +9 to hit, reach 10 ft., one target. Hit: 16 (2d10 + 5) piercing damage plus 5 (1d10) lightning damage.",9,2d10 + 1d10,5
Young Blue Dragon - Claw,"Melee Weapon Attack: +9 to hit, reach 5 ft., one target. Hit: 12 (2d6 + 5) slashing damage.",9,2d6,5
Young Blue Dragon - Lightning Breath (Recharge 5-6),"The dragon exhales lightning in an 60-foot line that is 5 feet wide. Each creature in that line must make a DC 16 Dexterity saving throw, taking 55 (10d10) lightning damage on a failed save, or half as much damage on a successful one.",0,10d10,
Young Brass Dragon - Multiattack,The dragon makes three attacks: one with its bite and two with its claws.,0,,
Young Brass Dragon - Bite,"Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: 15 (2d10 + 4) piercing damage.",7,2d10,4
Young Brass Dragon - Claw,"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage.",7,2d6,4
Young Brass Dragon - Breath Weapons (Recharge 5-6),"The dragon uses one of the following breath weapons.
Fire Breath. The dragon exhales fire in a 40-foot line that is 5 feet wide. Each creature in that line must make a DC 14 Dexterity saving throw, taking 42 (12d6) fire damage on a failed save, or half as much damage on a successful one.
Sleep Breath. The dragon exhales sleep gas in a 30-foot cone. Each creature in that area must succeed on a DC 14 Constitution saving throw or fall unconscious for 5 minutes. This effect ends for a creature if the creature takes damage or someone uses an action to wake it.",0,12d6,
Young Bronze Dragon - Multiattack,The dragon makes three attacks: one with its bite and two with its claws.,0,,
Young Bronze Dragon - Bite,"Melee Weapon Attack: +8 to hit, reach 10 ft., one target. Hit: 16 (2d10 + 5) piercing damage.",8,2d10,5
Young Bronze Dragon - Claw,"Melee Weapon Attack: +8 to hit, reach 5 ft., one target. Hit: 12 (2d6 + 5) slashing damage.",8,2d6,5
Young Bronze Dragon - Breath Weapons (Recharge 5-6),"The dragon uses one of the following breath weapons.
Lightning Breath. The dragon exhales lightning in a 60-foot line that is 5 feet wide. Each creature in that line must make a DC 15 Dexterity saving throw, taking 55 (10d10) lightning damage on a failed save, or half as much damage on a successful one.
Repulsion Breath. The dragon exhales repulsion energy in a 30-foot cone. Each creature in that area must succeed on a DC 15 Strength saving throw. On a failed save, the creature is pushed 40 feet away from the dragon.",0,10d10,
Young Copper Dragon - Multiattack,The dragon makes three attacks: one with its bite and two with its claws.,0,,
Young Copper Dragon - Bite,"Melee Weapon Attack: +7 to hit, reach 10 ft., one target. Hit: 15 (2d10 + 4) piercing damage.",7,2d10,4
Young Copper Dragon - Claw,"Melee Weapon Attack: +7 to hit, reach 5 ft., one target. Hit: 11 (2d6 + 4) slashing damage.",7,2d6,4
Young Copper Dragon - Breath Weapons (Recharge 5-6),"The dragon uses one of the following breath weapons.
Acid Breath. The dragon exhales acid in an 40-foot line that is 5 feet wide. Each creature in that line must make a DC 14 Dexterity saving throw, taking 40 (9d8) acid damage on a failed save, or half as much damage on a successful one.
Slowing Breath. The dragon exhales gas in a 30-foot cone. Each creature in that area must succeed on a DC 14 Constitution saving throw. On a failed save, the creature can't use reactions, its speed is halved, and it can't make more than one attack on its turn. In addition, the creature can use either an action or a bonus action on its turn, but not both. These effects last for 1 minute. The creature can repeat the saving throw at the end of each of its turns, ending the effect on itself with a successful save.",0,9d8,
Young Gold Dragon - Multiattack,The dragon makes three attacks: one with its bite and two with its claws.,0,,
